nickname,characterName,position,attribute1,attribute2,attribute3,hand,hand(rarityName),head,head(rarityName),chest,chest(rarityName),waist,waist(rarityName),leg,leg(rarityName),foot,foot(rarityName),accessories1,accessories1(rarityName),accessories2,accessories2(rarityName),recovery,recovery(rarityName),accelerator,accelerator(rarityName),attack,attack(rarityName),defense,defense(rarityName),special,special(rarityName),neck,neck(rarityName),accessories3,accessories3(rarityName),accessories4,accessories4(rarityName),random,level,killCount,deathCount,assistCount,attackPoint,damagePoint,battlePoint,sightPoint,getCoin,spendConsumablesCoin,sentinelKillCount,demolisherKillCount,playTime,minLifeTime,maxLifeTime,responseTime,team,matchId,map
현용,헬레나,원거리딜러,충동 구매,전장의 학살자,전장의 열기,E 커스드 어빌리티,유니크,E 위어리 아이즈,유니크,E 치프 리서처,유니크,S 마더스 듀티,유니크,S 숨겨둔 그리움,유니크,E 이기적인 선택,유니크,활성화 폴리오,레어,SB앰플샷 루차,레어,체스터 더블버거,레어,런업 스프린터,레어,파이크 이펙션,레어,솔리드 스위퍼,레어,포인트 임팩트,언커먼,S 간절한 바람,유니크,포인트 차트,레어,파기된 기록,유니크,False,39,4,6,11,38965,21930,158,183,13150,2600,10,13,893,26,336,132,1,e8655ffb2f03e94487dd7ff27ffca43d824f4b1df2b4c438d14f9d4f1e94ace9,리버포드
고운말2760,도일,근거리딜러,급소 가격,전세역전,최후의 일격,SP하드 보일드,레어,SP크래시 봄,레어,플랙 잭나이프,레어,S 타로우 ,유니크,E 진보적 파괴,유니크,E 하드 불도저 ,유니크,실버볼트-근육,레어,회전의 벌컨,레어,체스터 더블버거,레어,리세스 스프린터,레어,해머 이펙트 ,레어,바이벤 스테민II,언커먼,S펀치 맥시머,레어,가죽끈링 DX,커먼,캐논어퍼 벌컨,레어,S펀치 퍼시 R,언커먼,False,44,2,6,4,5108,18156,58,101,14090,2200,23,10,893,53,206,135,1,e8655ffb2f03e94487dd7ff27ffca43d824f4b1df2b4c438d14f9d4f1e94ace9,리버포드
rrIlIIlI,앨리셔,서포터,코인 은행,할인 판매,보호 방벽,E 퍼펫 로드 ,유니크,S 소녀의 마음,유니크,E 치어 매직 ,유니크,E 천사의 미소,유니크,E 시즐 루나마리아,유니크,S GT 슈퍼캔버스,유니크,엔젤 레그람,레어,블레스 하트비터,레어,치어 스파클링 ,레어,런업 스프린터,레어,엔젤 파이크 ,레어,솔리드 스위퍼,레어,심판의빛 맥시머,레어,E 영롱한 빛,유니크,선라이즈-블링크,레어,밀키스 블라인더,유니크,False,31,0,8,14,8532,37418,235,250,10410,2860,3,5,946,0,165,191,0,963de33e45f63840b7f2dcf0ae6859899fcdc3572adb937dc7b74d869f1ae20e,메트로폴리스
나도아직쓸만하군,웨슬리,탱커,불굴의 의지,제압,전선 유지,E 마인 익스프레스,유니크,S 퀘이크 프론,유니크,S 전장의 매,유니크,E 오퍼레이션 델타,유니크,E 데파르망 ,유니크,E 전쟁의 시작,유니크,커맨더-회피,레어,구급의 할파스,레어,체스터 더블버거,레어,리세스 스프린터,레어,커맨더 이펙트 ,레어,커맨더 타즈 ,레어,지원폭격 맥시머,레어,S 장군의 명예,유니크,지뢰 할파스,레어,최후의 폭격명령,유니크,False,33,2,9,6,18383,46993,264,273,10310,1900,7,4,946,41,235,212,0,963de33e45f63840b7f2dcf0ae6859899fcdc3572adb937dc7b74d869f1ae20e,메트로폴리스
빛이보이지않아,이글,근거리딜러,급소 가격,사냥꾼의 본능,거인 사냥꾼,E 브리닝 슈나이더,유니크,S 스크라이 쇼크 ,유니크,S 언밸런스 레퀴엠,유니크,E 화이트 샤르페,유니크,S 킬 블레이드 ,유니크,S 바이스 슈트름,유니크,SB장작 루인,레어,사영 엘리고스,레어,체스터 더블버거,레어,스네이크 엑셀,레어,스네이크 이펙트 ,레어,솔리드 스위퍼,레어,적혈참 맥시머,레어,E 라이언트 소드,유니크,초승달 엘리고스,레어,쉬베르트 바이스,유니크,False,38,4,14,3,21102,47281,89,152,12430,2100,16,20,946,17,134,352,0,963de33e45f63840b7f2dcf0ae6859899fcdc3572adb937dc7b74d869f1ae20e,메트로폴리스
호박성,아이작,근거리딜러,충동 구매,제압,거인 사냥꾼,E 리트릿 프리벤트,유니크,E 쇼업 데드맨,유니크,E 빅 블랙 머신,유니크,E 인휴먼 퍼슈어,유니크,E 킬링 머신,유니크,E 데드 컨트랩션,유니크,SB저지먼트 루인,레어,레이지 빅스틱,레어,블랙 스파클링 ,레어,블랙 스프린터,레어,블랙 파이크 ,레어,솔리드 스위퍼,레어,트론 통신기 A1 ,언커먼,E 더 히트맨,유니크,데드맨 레그람,레어,데몰리쉬 에너미,유니크,False,38,6,12,4,20362,36059,118,187,11970,2400,17,10,946,19,96,348,0,963de33e45f63840b7f2dcf0ae6859899fcdc3572adb937dc7b74d869f1ae20e,메트로폴리스
사이코지,레나,탱커,불굴의 의지,할인 판매,최후의 저항,S 트론 룰러 ,유니크,E 사이퍼 스카우터,유니크,E 랜드 스피더,유니크,E 퓨처 워커,유니크,E 글렘스타 라이트,유니크,E 펌프 나이트로,유니크,축퇴 헤르메스,레어,금강 프론트타임,레어,볼륨업 스파클링,레어,아드레날린II,레어,기어 파이크 ,레어,기어 타즈 ,레어,섬전각 임팩트,언커먼,핀 와이어 CP,레어,섬전각 레라지에,레어,각력 베르미터빈,유니크,False,29,4,9,4,19024,39546,204,280,10960,3900,17,12,941,50,156,187,0,93f0b604a68491d3d78656753a38f6d0b9734b85ec71e99e0e54e8c17a4034bc,스프링필드
토끼살려얽,미쉘,원거리딜러,전장의 열기,회피 사격,완전한 성장,E 스매쉬 히트,유니크,E 오너먼트 비니,유니크,E 키네시스 테그,유니크,E 마인드 크래시,유니크,E 아가일 퍼,유니크,E 카오스 크로니클,유니크,염동 비프론즈,레어,체이서 비프론즈,레어,염동 스파클링 ,레어,런업 스프린터,레어,염동 이펙트,레어,솔리드 스위퍼,레어,더스트 맥시머,레어,E 마인드 길티,유니크,바위 비프론즈,레어,하이더 키트,유니크,False,42,6,3,3,33435,20680,158,226,13080,2700,15,18,941,147,442,120,0,93f0b604a68491d3d78656753a38f6d0b9734b85ec71e99e0e54e8c17a4034bc,스프링필드
회량,라이언,탱커,최후의 저항,재생의 숨결,기민한 몸놀림,S 크리티컬 블로우,유니크,E 끔찍한 기억,유니크,E 아름다운 지평선,유니크,RA완벽한 마지막,레어,E 디펜시브 엔드,유니크,S 오후의 죽음,유니크,블리츠 레그람,레어,블로킹 레그람,레어,스톤 스파클링,레어,런업 스프린터,레어,스톤 파이크,레어,스톤 플래쉬 ,레어,블로킹 임팩트,언커먼,골드 보타이,레어,락 스매시 레그람,레어,오지 않을 미래,유니크,False,35,0,6,4,7914,40772,213,307,8980,1500,9,4,941,48,222,162,0,93f0b604a68491d3d78656753a38f6d0b9734b85ec71e99e0e54e8c17a4034bc,스프링필드
멜번의하늘,제레온,탱커,불굴의 의지,재생의 숨결,최후의 저항,S 그레이스 애퀼러,유니크,E 루미넌 애퀼러,유니크,S 로열 히페리온,유니크,E 템플러 소린,유니크,E 헤본 가디언,유니크,S 인그레이 가디언,유니크,가디언 레그람,레어,프렐류드 레그람,레어,로열 스파클링 ,레어,엑셀레이션,레어,로열 파이크,레어,박씨,레어,DT 인사이트 R1,커먼,E 바요넷 플로리쉬,유니크,템페스트 레그람,레어,임페리얼 나이트,유니크,False,40,1,9,1,11622,45093,268,318,10560,1800,12,18,941,29,154,221,0,93f0b604a68491d3d78656753a38f6d0b9734b85ec71e99e0e54e8c17a4034bc,스프링필드
김뚜욘,에밀리,원거리딜러,할인 판매,전장의 학살자,전장의 열기,E 유레카,유니크,S 순수한 정신,유니크,S 원소의 순환,유니크,S 크리소포에이아,유니크,S 신성한 초월,유니크,E 아타노르,유니크,캡슐 레그람,레어,파운틴 백팩,레어,체스터 더블버거,레어,엑셀레이션,레어,알케미 파이크 ,레어,스테민 터틀,레어,파운틴 임팩트,언커먼,E 아쿠아 레기아,유니크,구르기 도시락,레어,에메랄드 타블릿,유니크,False,46,3,6,8,23346,25521,90,152,13160,1960,7,27,941,22,177,205,0,93f0b604a68491d3d78656753a38f6d0b9734b85ec71e99e0e54e8c17a4034bc,스프링필드
번개아저씨,휴톤,탱커,불굴의 의지,재생의 숨결,최후의 저항,E 블래스터 비트 ,유니크,S 해일매리 패스,유니크,S 터스킨 ,유니크,S 데모닉 펀쳐,유니크,E 스톤 크래셔,유니크,S 아이언 룰러,유니크,지옥구멍 레그람,레어,바야바 아몬,레어,본 스파클링 ,레어,런업 스프린터,레어,아이리쉬 이펙트 ,레어,아이리쉬 타즈 ,레어,드래곤 플라이R,커먼,S 브레이킹 스매쉬,유니크,서든어퍼 레그람,레어,누크 퓨리피스트,유니크,False,32,0,5,12,14880,27594,250,351,10950,3800,16,0,941,54,433,106,1,93f0b604a68491d3d78656753a38f6d0b9734b85ec71e99e0e54e8c17a4034bc,스프링필드
뀪꺆꾞껶,미아,원거리딜러,완벽주의자,전장의 학살자,전장의 열기,S 이볼브 가이아,유니크,E 디바인 그레이스,유니크,E 옐로우 루트웨이브,유니크,S 프릭클 에린,유니크,E 와일드 크로스,유니크,S 이네이쳐 게브,유니크,임기응변 리모네 L,언커먼,가시 샤이리프,레어,체스터 더블버거,레어,우드 페스티나,레어,우드 이펙트,레어,스테민 터틀,레어,세계수 맥시머,레어,E 레드 크로니클,유니크,뿌리 샤이리프,레어,트리콜로 트와인,유니크,False,61,9,3,12,36341,11654,153,218,17650,1400,15,33,941,47,331,106,1,93f0b604a68491d3d78656753a38f6d0b9734b85ec71e99e0e54e8c17a4034bc,스프링필드
니얼굴철거반ㅋ,플로리안,탱커,전선 유지,할인 판매,전투 태세,E 빼앗은 증표,유니크,E 나르시시즘,유니크,E 영원한 소년,유니크,E 프레데터,유니크,E 에고 디펜스,유니크,S 스포일드 차일드,유니크,늪지대 이어링,레어,섭취 레그람,레어,디시브 스파클링 ,레어,디시브 엑셀,레어,디시브 파이크 ,레어,솔리드 스위퍼,레어,PS 레이더 R4,언커먼,S 거짓된 관계,유니크,줄기 레그람,레어,탐욕의 권화,유니크,False,38,0,2,15,9580,30790,249,396,11850,2190,9,6,941,92,662,31,1,93f0b604a68491d3d78656753a38f6d0b9734b85ec71e99e0e54e8c17a4034bc,스프링필드
뜨겁게아름답게,티샤,원거리딜러,전장의 열기,사냥꾼의 본능,완전한 성장,E 사로잡는 손길,유니크,E 가로막힌 시선,유니크,E 하트브로큰,유니크,E 체인드 드림,유니크,E 루나틱 하이스트,유니크,E 아름다운 속박,유니크,몽환충 프라우드,레어,위스퍼 라이팅,레어,체스터 더블버거,레어,런업 스프린터,레어,악몽의 파이크,레어,악몽의 타즈,레어,PS 레이더 R4,언커먼,E 악마의 반쪽,유니크,DB스피릿 베티,레어,특별한 초대장,유니크,False,62,13,3,10,40337,11157,236,267,19170,2900,30,32,941,72,608,54,1,93f0b604a68491d3d78656753a38f6d0b9734b85ec71e99e0e54e8c17a4034bc,스프링필드
안녕하시미켄,이글,근거리딜러,급소 가격,사냥꾼의 본능,최후의 일격,E 브리닝 슈나이더,유니크,E 스크라이 쇼크 ,유니크,E 언밸런스 레퀴엠,유니크,E 화이트 샤르페,유니크,E 킬 블레이드 ,유니크,E 바이스 슈트름,유니크,장작 셀레네,레어,뱀그림자 셀레네,레어,라이트 스파클링 ,레어,리세스 스프린터,레어,파이크 이펙션,레어,솔리드 스위퍼,레어,초승달 임팩트,언커먼,E 라이언트 소드,유니크,초승달 엘리고스,레어,쉬베르트 바이스,유니크,False,59,11,1,19,70474,14146,192,329,21250,5300,40,28,941,252,665,24,1,93f0b604a68491d3d78656753a38f6d0b9734b85ec71e99e0e54e8c17a4034bc,스프링필드
번개아저씨,제레온,탱커,불굴의 의지,재생의 숨결,최후의 저항,E 그레이스 애퀼러,유니크,E 루미넌 애퀼러,유니크,S 로열 히페리온,유니크,E 템플러 소린,유니크,S 헤본 가디언,유니크,S 인그레이 가디언,유니크,가디언 레그람,레어,프렐류드 레그람,레어,로열 스파클링 ,레어,스프린터 프로빅,레어,로열 파이크,레어,로열 타즈 ,레어,드래곤 플라이R,커먼,S 바요넷 플로리쉬,유니크,템페스트 레그람,레어,임페리얼 나이트,유니크,False,64,0,8,14,16522,61143,364,412,18860,4600,34,17,1632,55,290,340,0,b445a6ed2079533dda5aac43084c2cdd533041e54e1e5e24c98fa99dc11c506b,스프링필드
핀꽂은스님,에바,탱커,불굴의 의지,재생의 숨결,최후의 저항,E 트랜센던트 그립,유니크,E 모험의 전율,유니크,S 기간틱 타이푼,유니크,E 끊임없는 도전,유니크,E 그래플링 테크닉,유니크,E 나의 공격리듬은!,유니크,브레이킹 레그람,레어,스파이어 레그람,레어,파이터 스파클링 ,레어,리세스 스프린터,레어,가락엿,레어,파이터 타즈 ,레어,PS 레이더 R4,언커먼,E 무도가의 자세,유니크,슈타이너 레그람,레어,로제타 스톤,유니크,False,48,0,9,5,9486,54322,270,403,14520,4800,20,2,1632,46,289,310,0,b445a6ed2079533dda5aac43084c2cdd533041e54e1e5e24c98fa99dc11c506b,스프링필드
도화홍련,루이스,근거리딜러,속전속결,사냥꾼의 본능,거인 사냥꾼,E 아이스 에이지,유니크,E 윈터 크루제이드,유니크,E 프로즌 시티,유니크,S 아이스 토퀴즈 ,유니크,E 절대영도,유니크,S 크리스탈 크랙 ,유니크,빙산의 파이몬,레어,리볼버 파이몬,레어,체스터 더블버거,레어,스프린터 프로빅,레어,파이크 이펙션,레어,아이스 타즈 ,레어,영구동토 맥시머,레어,S 프로즌 하트,유니크,드라이 파이몬,레어,프로즌 브레이크,유니크,False,67,7,7,6,26678,43309,142,223,22440,3300,32,25,1632,52,300,325,0,b445a6ed2079533dda5aac43084c2cdd533041e54e1e5e24c98fa99dc11c506b,스프링필드
엑티언스,캐럴,서포터,활성화 지원,신경쇠약,회피 사격,E 프로즌 메모리,유니크,E 그 날의 기억,유니크,E 스노우 프린세스,유니크,E 지워진 약속,유니크,E 소녀의 다짐,유니크,S 첫눈의 발자국,유니크,고드름 큐트링,레어,빙판길 토이링,레어,체스터 더블버거,레어,엑셀레이션,레어,파워 에이스,레어,스테민 닷지,레어,눈보라 맥시머,레어,E 해피 스노우맨,유니크,프로스트 키홀더,레어,크리스마스 선물,유니크,False,65,7,10,13,46327,40252,230,269,24320,5200,26,51,1632,30,428,352,0,b445a6ed2079533dda5aac43084c2cdd533041e54e1e5e24c98fa99dc11c506b,스프링필드
인생ㅈ같으니근딜,파수꾼 A,원거리딜러,완벽주의자,사냥꾼의 본능,전장의 열기,E 어센던트,유니크,E 피어싱 아이즈,유니크,S 무형의 감옥,유니크,E 짜여진 각본,유니크,S 하빈저,유니크,E 에고이스트,유니크,클로 에델슈타인,레어,크로우 편지함,레어,체스터 더블버거,레어,런업 스프린터,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,워든 맥시머,레어,E 잔혹한 모략가,유니크,시프트 바이알,레어,그라시아 에피칵스,유니크,False,66,16,4,6,79288,30806,414,356,28900,6300,44,58,1632,103,415,234,0,b445a6ed2079533dda5aac43084c2cdd533041e54e1e5e24c98fa99dc11c506b,스프링필드
Chivalry,토마스,탱커,불굴의 의지,재생의 숨결,최후의 저항,E 아이스 컴포지션,유니크,E 눈꽃의 지휘,유니크,E 윈터 히어로,유니크,S 스노우 플라워,유니크,E 미스틱 아이스,유니크,E 블리자드 기어 ,유니크,빙산 콜드밴드,레어,프리즌 크림밴드,레어,쿨 스파클링 ,레어,아드레날린,언커먼,프로스트 이펙트 ,레어,프로스트 플래쉬 ,레어,PS 레이더 R4,언커먼,E 프로스트 솔리드,유니크,냉각 오퍼케이트,레어,허리케인 스위퍼,유니크,False,51,4,7,15,14206,44649,326,387,16790,2800,14,11,1632,17,361,307,1,b445a6ed2079533dda5aac43084c2cdd533041e54e1e5e24c98fa99dc11c506b,스프링필드
미드티모,다이무스,근거리딜러,급소 가격,전세역전,최후의 일격,E 메이헨 슈나이더,유니크,E 베스페리아 ,유니크,E 우아한 궤적,유니크,S 골드 샤르페,유니크,E 펄션 필러 ,유니크,E 슈발츠 슈트름,유니크,장작 베리드,레어,질풍의 베리드,레어,액트 스파클링 ,레어,질풍의 스프린터 ,레어,이펙트 이펙션,레어,질풍의 타즈 ,레어,보름달 임팩트,언커먼,E 솔리튜드 칼리버,유니크,보름달 베리드,레어,쉬베르트 루프리,유니크,False,67,16,9,5,68634,34184,140,221,25210,5200,43,37,1632,43,283,416,1,b445a6ed2079533dda5aac43084c2cdd533041e54e1e5e24c98fa99dc11c506b,스프링필드
웅본좌,제키엘,탱커,불굴의 의지,재생의 숨결,최후의 저항,E 잔혹한 구원,유니크,E 안티 메시아,유니크,S 거부당한 기도,유니크,E 달콤한 모멸,유니크,E 불공정한 안식,유니크,E 약속된 재림,유니크,인도 레그람,레어,단죄 레그람,레어,첼시 콜라 MAX,레어,런업 스프린터,레어,파나틱 파이크 ,레어,파나틱 플래쉬 ,레어,인사이트 엔진T7 ,언커먼,톨 레더마스크 ,레어,사도강림 레그람,레어,감춰진 지식,유니크,False,54,5,7,11,20600,57199,342,451,16790,5300,14,7,1632,60,754,174,1,b445a6ed2079533dda5aac43084c2cdd533041e54e1e5e24c98fa99dc11c506b,스프링필드
도으,엘프리데,원거리딜러,완벽주의자,사냥꾼의 본능,태세전환,E 결정적 순간,유니크,S 감춰진 시선,유니크,S 오버 필링,유니크,E 레스트레인트,유니크,S 완벽한 자유,유니크,S 온화한 발걸음,유니크,팰리스 메모,레어,저스티스 페인트북,레어,체스터 더블버거,레어,페이트 엑셀,레어,파이크 이펙션,레어,페이트 타즈,레어,타나토스 맥시머,레어,E 잔혹한 처벌,유니크,데블스 페인트북,레어,정해진 운명,유니크,False,67,8,3,15,85678,18562,244,277,25250,5400,21,44,1632,151,733,113,1,b445a6ed2079533dda5aac43084c2cdd533041e54e1e5e24c98fa99dc11c506b,스프링필드
JPTK,샬럿,원거리딜러,충동 구매,전장의 학살자,전장의 열기,E 물의 하모니 ,유니크,E 아망아망,유니크,E 파도의 격노,유니크,E 한여름 물장난,유니크,E 레인메이커,유니크,E 레인보우 스텝,유니크,브러쉬-물방울,레어,헤비레인 하겐티,레어,체스터 더블버거,레어,워터 엑셀,레어,워터 이펙트 ,레어,솔리드 스위퍼,레어,헤비레인 임팩트,언커먼,E 비의 노래,유니크,살수포 하겐티,레어,싱크 레인보우,유니크,False,66,4,4,16,40714,23707,306,265,24630,6400,28,54,1632,115,427,189,1,b445a6ed2079533dda5aac43084c2cdd533041e54e1e5e24c98fa99dc11c506b,스프링필드
Yss,엘프리데,원거리딜러,준비된 한 발,전장의 학살자,전장의 열기,E 결정적 순간,유니크,S 감춰진 시선,유니크,S 오버 필링,유니크,E 레스트레인트,유니크,S 완벽한 자유,유니크,S 온화한 발걸음,유니크,팰리스 메모,레어,저스티스 페인트북,레어,체스터 더블버거,레어,런업 스프린터,레어,페이트 파이크,레어,솔리드 스위퍼,레어,타나토스 맥시머,레어,E 잔혹한 처벌,유니크,SB데블스 데브,레어,정해진 운명,유니크,False,37,1,6,4,37162,19408,135,157,12040,1400,5,22,864,33,258,147,0,304d6f7d982d487e0a4d3eec2ec9beca8ddf8e66760c2a12b72c9e400eec78e4,리버포드
지그프리스,드렉슬러,원거리딜러,완벽주의자,사냥꾼의 본능,전장의 열기,E 마노 레파르토,유니크,E 린 아르메,유니크,E 드래곤 스카,유니크,E 플랑베르 라비타,유니크,E 캐러비니어 ,유니크,E 폴링 스타,유니크,호위대인장-기상,레어,분열의 시트리,레어,체스터 더블버거,레어,가디언 스프린터 ,레어,파이크 이펙션,레어,가디언 플래쉬 ,레어,유성창 맥시머,레어,E 프라디지 드라군,유니크,DB나선창 데브,레어,유성 무차스랜서,유니크,False,39,3,12,3,28419,29773,192,200,12220,1800,7,19,864,11,107,279,0,304d6f7d982d487e0a4d3eec2ec9beca8ddf8e66760c2a12b72c9e400eec78e4,리버포드
카피얼,트리비아,탱커,불굴의 의지,재생의 숨결,최후의 저항,E 미스틱 포그,유니크,E 블러드 카니발,유니크,E 트리니티 블러드,유니크,E 블랙버드 블러섬 ,유니크,E 그림자 자국,유니크,E 포르미체티,유니크,킬힐 큐라이어,레어,부츠 큐라이어,레어,체스터 더블버거,레어,스피드 파워업,언커먼,배트 파이크,레어,배트 플래쉬 ,레어,트론 통신기 C1,언커먼,S 엘루어 배트,유니크,폭풍 티크리티,레어,시엘 루드플리가,유니크,False,35,0,9,5,14528,33877,129,196,10500,1300,13,15,864,15,122,231,0,304d6f7d982d487e0a4d3eec2ec9beca8ddf8e66760c2a12b72c9e400eec78e4,리버포드
번개아저씨,휴톤,탱커,불굴의 의지,재생의 숨결,최후의 저항,E 블래스터 비트 ,유니크,S 해일매리 패스,유니크,S 터스킨 ,유니크,S 데모닉 펀쳐,유니크,E 스톤 크래셔,유니크,S 아이언 룰러,유니크,지옥구멍 레그람,레어,바야바 아몬,레어,본 스파클링 ,레어,런업 스프린터,레어,아이리쉬 이펙트 ,레어,아이리쉬 타즈 ,레어,드래곤 플라이R,커먼,S 브레이킹 스매쉬,유니크,서든어퍼 레그람,레어,누크 퓨리피스트,유니크,False,27,3,11,3,20036,47133,256,315,9560,3200,3,0,864,24,116,214,0,304d6f7d982d487e0a4d3eec2ec9beca8ddf8e66760c2a12b72c9e400eec78e4,리버포드
Sativaa,루이스,근거리딜러,속전속결,충동 구매,급소 가격,S 아이스 에이지,유니크,S 윈터 크루제이드,유니크,E 프로즌 시티,유니크,S 아이스 토퀴즈 ,유니크,E 절대영도,유니크,S 크리스탈 크랙 ,유니크,아이스링크-결정,레어,리볼버 파이몬,레어,체스터 더블버거,레어,아이스 엑셀,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,리볼버 임팩트,언커먼,S 프로즌 하트,유니크,드라이 파이몬,레어,프로즌 브레이크,유니크,False,42,7,9,3,26871,31619,149,204,13980,3400,29,13,864,29,177,189,0,304d6f7d982d487e0a4d3eec2ec9beca8ddf8e66760c2a12b72c9e400eec78e4,리버포드
비문,히카르도,근거리딜러,속전속결,추진력,거인 사냥꾼,E 복수의 인장,유니크,E 크래쉬 벤데타,유니크,E 절제된 분노,유니크,E 트리아토마,유니크,E 앤셔스 위시,유니크,S 크루얼 스탬프,유니크,힐킥 알렉토,레어,스탬핑 그라넛 T,언커먼,체스터 더블버거,레어,리세스 스프린터,레어,인섹트 파이크,레어,솔리드 스위퍼,레어,불멸자 맥시머,레어,E 벤젼스 임프린트,유니크,벌레 알렉토,레어,블러디 플레쥬,유니크,False,55,21,3,11,50495,28915,166,209,17510,3200,29,15,864,87,594,86,1,304d6f7d982d487e0a4d3eec2ec9beca8ddf8e66760c2a12b72c9e400eec78e4,리버포드
미화바라기,다이무스,근거리딜러,속전속결,사냥꾼의 본능,거인 사냥꾼,E 메이헨 슈나이더,유니크,E 베스페리아 ,유니크,E 우아한 궤적,유니크,E 골드 샤르페,유니크,E 펄션 필러 ,유니크,E 슈발츠 슈트름,유니크,장작 베리드,레어,질풍의 베리드,레어,체스터 더블버거,레어,질풍의 스프린터 ,레어,질풍의 파이크 ,레어,스테민 닷지,레어,하드스킨 버스터,레어,E 솔리튜드 칼리버,유니크,보름달 베리드,레어,쉬베르트 루프리,유니크,False,48,5,10,3,18676,56402,149,201,14510,2200,21,14,1191,26,207,302,0,2b74b281ef8fc6641e4c221aabaa4bf8e0149d6019b5fecc47f966d544589dba,리버포드
너희한테실망했다,마틴,서포터,부서진 갑옷,제압,협동 공격,E 마스터 마인드,유니크,사이트 인베스트 ,레어,E 루브르 디텍터,유니크,E 메즈메리즘,유니크,E 솔로스 인듀서,유니크,E 데인저러스 플롯 ,유니크,SB시크릿 루인,레어,힙노시스 스팟,레어,체스터 더블버거,레어,마인드 엑셀,레어,마인드 파이크 ,레어,마인드 타즈 ,레어,최면 임팩트,언커먼,E 멘탈리스트,유니크,마리오넷 펜틴,레어,임포스 사일런서,유니크,False,52,3,7,12,26609,36211,183,362,15510,2100,22,25,1255,42,366,177,0,058b4019e0d1823af5d486f7b7b23513e210bd33201a4f271c7be0bb3e34abdf,리버포드
조성신,하랑,원거리딜러,완벽주의자,사냥꾼의 본능,전장의 열기,S 호기만장,유니크,E 마파람,유니크,S 칠전팔기,유니크,E 가온누리,유니크,E 높새구름,유니크,E 천우신조,유니크,벽조목-자령,레어,제압 명주고리,레어,체스터 더블버거,레어,영력 스프린터 ,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,괴력난신 맥시머,레어,E 사나운 패기,유니크,술령 명주고리,레어,호아호신부,유니크,False,50,1,5,11,37746,23371,128,201,15110,2100,25,22,1255,77,324,131,0,058b4019e0d1823af5d486f7b7b23513e210bd33201a4f271c7be0bb3e34abdf,리버포드
알라후쿰척쿰척,시드니,탱커,최후의 저항,단단한 피부,불굴의 의지,S 칠흑의 구원자,유니크,S 영광의 무게,유니크,E 사신의 신부,유니크,S 오델리아,유니크,S 광기어린 집행자,유니크,E 다가오는 계시,유니크,임펄스 레그람,레어,쇼트 레그람,레어,체스터 더블버거,레어,플라즈마 스프린터 ,레어,플라즈마 이펙트 ,레어,고통의 타즈 ,레어,플라즈마 맥시머,레어,E 깨달음의 미학,유니크,리바이벌 라츠키,레어,악의 꽃,유니크,False,39,1,4,9,9520,38979,191,264,10950,1100,0,0,1255,82,544,128,0,058b4019e0d1823af5d486f7b7b23513e210bd33201a4f271c7be0bb3e34abdf,리버포드
감자라니,호타루,탱커,불굴의 의지,돌격전차,최후의 저항,E 아마테라스,유니크,E 백연 비천무,유니크,S 아카 토리노,유니크,E 팔문괘장,유니크,E 바케모노 가타리,유니크,E 은월기담,유니크,나락수리검 빈,레어,폭연 카무이,레어,폭연 스파클링,레어,폭연 페스티나,레어,파이크 이펙션,레어,스테민 터틀,레어,환영분신 맥시머,레어,E 시노비모지,유니크,비연폭 카무이,레어,환영술 두루마리,유니크,False,36,1,7,13,24269,47463,290,341,13450,4500,16,12,1255,30,329,227,0,058b4019e0d1823af5d486f7b7b23513e210bd33201a4f271c7be0bb3e34abdf,리버포드
키즈나아이,엘리,원거리딜러,완벽주의자,사냥꾼의 본능,전장의 열기,S 행복한 상상,유니크,S 미유미유,유니크,S 러블리 드리머,유니크,S 심술맞은 고양이,유니크,S 땡글땡글,유니크,S 사박사박 발걸음,유니크,깜짝 놀이,레어,씽씽 장난감,레어,눈꽃 케이크,레어,고소한 타락죽,레어,폭죽 파이크 ,레어,솔리드 스위퍼,레어,별똥별 맥시머,레어,S 콩닥콩닥 마음,유니크,반짝 장난감,레어,신나는 폭죽상자,유니크,False,58,10,6,3,38737,26710,174,171,18350,2300,22,34,1255,63,267,210,0,058b4019e0d1823af5d486f7b7b23513e210bd33201a4f271c7be0bb3e34abdf,리버포드
번개아저씨,휴톤,탱커,불굴의 의지,재생의 숨결,최후의 저항,E 블래스터 비트 ,유니크,S 해일매리 패스,유니크,S 터스킨 ,유니크,S 데모닉 펀쳐,유니크,E 스톤 크래셔,유니크,S 아이언 룰러,유니크,지옥구멍 레그람,레어,바야바 아몬,레어,본 스파클링 ,레어,런업 스프린터,레어,아이리쉬 이펙트 ,레어,아이리쉬 타즈 ,레어,드래곤 플라이R,커먼,S 브레이킹 스매쉬,유니크,서든어퍼 레그람,레어,누크 퓨리피스트,유니크,False,45,5,5,8,18463,47065,283,401,14900,4300,21,6,1255,74,490,86,1,058b4019e0d1823af5d486f7b7b23513e210bd33201a4f271c7be0bb3e34abdf,리버포드
